,season,firstName,lastName,position,origin,destination,transferDate,eligibility,rating,stars
1862,2025,Kendrick,DuJour,EDGE,Sam Houston,East Carolina,2025-01-06 01:52:00+00:00,Immediate,0.85,3.0
1863,2025,Dayon,Hayes,EDGE,Colorado,Texas A&M,2024-12-21 03:37:00+00:00,Immediate,0.86,3.0
1864,2025,Mitchell,Melton,EDGE,Ohio State,Virginia,2025-01-21 15:35:00+00:00,Immediate,0.86,3.0
1865,2025,Jackson,Harris,WR,Stanford,Hawai'i,2024-12-22 23:36:00+00:00,Immediate,0.83,3.0
1866,2025,Camden,Orth,QB,Bowling Green,Chattanooga,2025-01-08 23:35:00+00:00,Immediate,,
1867,2025,KJ,Makins,CB,Houston Christian,Baylor,2025-05-12 16:20:00+00:00,Immediate,0.85,3.0
1868,2025,Trey,Harris,S,Cornell,Sam Houston,2025-01-08 21:52:00+00:00,Immediate,0.84,3.0
1869,2025,Evan,Wibberley,IOL,Western Kentucky,Kentucky,2024-12-22 06:00:00+00:00,Immediate,0.85,3.0
1870,2025,Keelan,Marion,WR,BYU,Miami,2025-04-26 23:00:00+00:00,Immediate,0.92,4.0
1871,2025,Caleb,Coley,CB,Michigan State,,2025-04-01 17:50:00+00:00,Immediate,,3.0
1872,2025,Cameron,Bonner,WR,Baylor,Prairie View A&M,2025-04-25 03:11:00+00:00,Immediate,,3.0
1873,2025,Raesjon,Davis,LB,USC,Oregon State,2024-12-22 04:20:00+00:00,Immediate,0.85,3.0
1874,2025,Chance,Roberts,IOL,Albany,Arizona,2025-04-22 05:00:00+00:00,Immediate,0.85,3.0
1875,2025,Daniel,Mincey,IOL,Kentucky,UAB,2025-05-17 01:00:00+00:00,Immediate,0.82,3.0
1876,2025,Jamar,Curtis,RB,Lafayette,Sacramento State,2024-12-23 14:24:00+00:00,Immediate,,
1877,2025,Marquise,Henderson,RB,Clemson,,2025-06-20 17:06:00+00:00,Immediate,0.88,3.0
1878,2025,Shamar,Rigby,WR,Purdue,Oklahoma State,2024-12-24 05:38:00+00:00,Immediate,0.85,3.0
1879,2025,Jack,Endries,TE,California,Texas,2025-04-18 22:21:00+00:00,Immediate,0.91,4.0
1880,2025,Cam,Thompson,WR,Northern Illinois,Mississippi State,2025-01-06 18:24:00+00:00,Immediate,0.86,3.0
1881,2025,Malik,Willis,CB,Campbell,Texas State,2024-12-30 06:00:00+00:00,Immediate,0.83,3.0
1882,2025,Jakai,Moore,IOL,South Carolina,North Carolina,2025-04-25 01:58:00+00:00,Immediate,0.86,3.0
1883,2025,Kyran,Duhon,EDGE,UTEP,Oklahoma State,2024-12-21 03:39:00+00:00,Immediate,0.89,3.0
1884,2025,Anthony,Patt,OT,Old Dominion,Cal Poly,2025-05-01 18:39:00+00:00,Immediate,,3.0
1885,2025,Jahari,Rogers,CB,SMU,Colorado State,2024-12-23 18:16:00+00:00,Immediate,0.84,3.0
1886,2025,Deuce,Alexander,WR,Wake Forest,Ole Miss,2024-12-22 22:46:00+00:00,Immediate,0.9,4.0
1887,2025,Tyler,Lawrence,OT,Air Force,New Mexico,2025-01-08 00:20:00+00:00,Immediate,0.82,3.0
1888,2025,Ayden,Bussell,IOL,Tennessee,West Virginia,2025-05-05 00:03:00+00:00,Immediate,0.85,3.0
1889,2025,Zukudo,Igwenagu,EDGE,Massachusetts,,2024-12-19 15:38:05+00:00,Withdrawn,0.83,3.0
1890,2025,Kollin,Collier,S,TCU,Old Dominion,2025-04-26 02:32:00+00:00,Immediate,0.84,3.0
1891,2025,Robert,Briggs Jr.,RB,Utah State,Southern Miss,2025-01-13 16:37:00+00:00,Immediate,0.83,3.0
1892,2025,Rion,Roseborough,DL,Towson,East Carolina,2024-12-21 02:51:00+00:00,Immediate,,
1893,2025,Jalil,Farooq,WR,Oklahoma,Maryland,2024-12-21 02:49:00+00:00,Immediate,0.88,3.0
1894,2025,Jalen,Johnson,WR,Northern Illinois,New Hampshire,2024-12-21 02:46:00+00:00,Immediate,,2.0
1895,2025,Hero,Kanu,DL,Ohio State,Texas,2025-01-24 21:49:00+00:00,Immediate,0.89,3.0
1896,2025,Jack,Shields,QB,Buffalo,Albany,2025-04-22 01:32:00+00:00,Immediate,,2.0
1897,2025,Darrell,Johnson Jr.,OT,Western Kentucky,Akron,2025-01-01 18:35:00+00:00,Immediate,0.82,3.0
1898,2025,Nic,Anderson,WR,Oklahoma,LSU,2024-12-18 01:50:00+00:00,Immediate,0.93,4.0
1899,2025,Braelin,Moore,IOL,Virginia Tech,LSU,2024-12-21 19:15:00+00:00,Immediate,0.9,4.0
1900,2025,Miller,McCrumby,TE,Arkansas State,South Alabama,2025-01-12 19:01:00+00:00,Immediate,0.83,3.0
1901,2025,Michael,Montgomery,LB,Portland State,Southern Miss,2025-01-06 00:22:00+00:00,Immediate,0.83,3.0
1902,2025,Ronald,Triplette,EDGE,UTSA,Georgia Tech,2024-12-19 19:51:00+00:00,Immediate,0.86,3.0
1903,2025,Maraad,Watson,DL,Syracuse,Texas,2025-04-22 20:37:00+00:00,Immediate,0.92,4.0
1904,2025,Hyrum,Hatch,LS,New Mexico,Utah State,2025-01-02 04:03:00+00:00,Immediate,,
1905,2025,Kristyane,Gregory,DL,Liberty,,2025-04-24 20:46:00+00:00,Immediate,,3.0
1906,2025,Jalen,Harris,WR,Coastal Carolina,Gardner-Webb,2025-01-01 17:45:00+00:00,Immediate,,3.0
1907,2025,Paul,Tangelo,EDGE,Saint Francis (PA),Colorado State,2025-04-25 16:17:00+00:00,Immediate,0.88,3.0
1908,2025,Landon,Bridges,IOL,Arkansas State,Central Arkansas,2025-05-12 11:36:00+00:00,Immediate,,2.0
1909,2025,Luke,Fletcher,EDGE,Eastern Michigan,East Texas A&M,2025-04-30 01:02:00+00:00,Immediate,,3.0
1910,2025,CJ,Heard,S,Florida Atlantic,Vanderbilt,2024-12-19 23:54:00+00:00,Immediate,0.85,3.0
1911,2025,Caimon,Mathis,CB,Georgia Southern,Wofford,2025-01-06 15:41:00+00:00,Immediate,,3.0
1912,2025,Robert,Shockey,QB,Marshall,,2025-04-16 22:09:00+00:00,Immediate,,
1913,2025,Drew,Lawson,IOL,Southern Miss,North Alabama,2025-05-01 18:40:00+00:00,Immediate,0.83,3.0
1914,2025,Jaivian,Thomas,RB,California,UCLA,2025-04-25 17:06:00+00:00,Immediate,0.89,3.0
1915,2025,Charles,Greer Jr.,RB,Fresno State,,2025-04-23 00:04:00+00:00,Immediate,,3.0
1916,2025,Cameren,Smith,RB,Western Illinois,Charlotte,2025-04-20 16:50:00+00:00,Immediate,0.84,3.0
1917,2025,Buddha,Peleti,LB,New Mexico State,Washington State,2025-04-25 16:20:00+00:00,Immediate,,3.0
1918,2025,AJ,Barton,IOL,UTEP,Alcorn State,2025-04-25 00:18:00+00:00,Immediate,,
1919,2025,Kobe,Roberts,DL,College of Idaho,Murray State,2025-07-28 00:16:00+00:00,Immediate,,2.0
1920,2025,Sione,Moa,RB,BYU,Weber State,2025-08-20 16:34:34+00:00,Withdrawn,0.81,3.0
1921,2025,Tre'Quon,Fegans,CB,UCF,Jacksonville State,2025-04-23 16:56:00+00:00,Immediate,0.85,3.0
1922,2025,Michael,Jackson III,WR,Georgia,Purdue,2025-04-21 22:05:00+00:00,Immediate,0.85,3.0
1923,2025,Hunter,Haines,S,Washington State,San Diego State,2025-04-28 00:22:00+00:00,Immediate,0.83,3.0
1924,2025,A.J.,Seay,CB,North Alabama,Furman,2025-05-14 19:37:00+00:00,Immediate,0.85,3.0
1925,2025,Tarrion,Grant,CB,Purdue,Texas Tech,2024-12-18 21:23:00+00:00,Immediate,0.87,3.0
1926,2025,Cameron,Abshire,WR,Emory & Henry College,Oklahoma State,2025-04-09 23:32:00+00:00,Immediate,0.87,3.0
1927,2025,Tyshawn,Russell,WR,South Carolina,Syracuse,2024-12-22 20:53:00+00:00,Immediate,0.84,3.0
1928,2025,Demetrius,Freeney,CB,Arizona,Boise State,2024-12-17 22:00:00+00:00,Immediate,,3.0
1929,2025,Matt,Gulbin,IOL,Wake Forest,Michigan State,2024-12-22 22:58:00+00:00,Immediate,0.86,3.0
1930,2025,Jordan,Walker,S,Chattanooga,West Virginia,2025-01-08 21:03:00+00:00,Immediate,0.85,3.0
1931,2025,Jayden,Davis,S,Georgia Tech,Georgia Southern,2025-01-07 06:00:00+00:00,Immediate,,3.0
1932,2025,Jayden,George,QB,Florida Atlantic,,2025-03-28 05:00:00+00:00,Immediate,,
1933,2025,Joquarri,Price,EDGE,UCLA,Austin Peay,2025-04-05 22:49:00+00:00,Immediate,,3.0
1934,2025,Keontez,Bradley,CB,Arizona State,Buffalo,2024-12-23 20:17:00+00:00,Immediate,0.83,3.0
1935,2025,Herschel,Turner,RB,Utah State,Nevada,2025-01-09 22:29:00+00:00,Immediate,0.85,3.0
1936,2025,Demoris,Jenkins,EDGE,East Carolina,Austin Peay,2024-12-14 13:10:00+00:00,Immediate,,3.0
1937,2025,Adrian,Medley,IOL,UCF,Florida State,2024-12-21 17:01:00+00:00,Immediate,0.88,3.0
1938,2025,Jayden,McClintock,WR,Coastal Carolina,Anderson,2025-01-06 17:44:00+00:00,Immediate,,
1939,2025,Da'Veawn,Armstead,CB,Sam Houston,North Texas,2024-12-22 19:52:00+00:00,Immediate,0.84,3.0
1940,2025,Dominique,Ratcliff,DL,Texas State,Indiana,2024-12-17 22:16:00+00:00,Immediate,0.86,3.0
1941,2025,Darren,Barkins,CB,Washington,,2024-12-17 22:06:00+00:00,Immediate,,3.0
1942,2025,Charlie,Weinrich,K,Kansas,Houston Christian,2025-01-31 16:01:00+00:00,Immediate,,
1943,2025,Gabriel,Arnold,OT,Western Kentucky,Eastern Michigan,2025-05-21 12:02:00+00:00,Immediate,,3.0
1944,2025,AJ,Wilson,WR,Houston Christian,UTSA,2024-12-18 15:59:00+00:00,Immediate,0.85,3.0
1945,2025,Isaiah,Johnson,DL,Arizona,North Carolina,2025-04-22 13:45:00+00:00,Immediate,0.89,3.0
1946,2025,Quan,Lee,WR,Florida A&M,Arkansas State,2025-05-25 01:31:00+00:00,Immediate,0.83,3.0
1947,2025,Isaiah,McGuffin,LB,App State,UVA Wise,2025-04-21 18:06:00+00:00,Immediate,,
1948,2025,James,Pogorelc,OT,Duke,James Madison,2025-05-02 18:28:00+00:00,Immediate,0.85,3.0
1949,2025,Elijah,Brown,TE,UCF,Kentucky,2025-04-25 16:11:00+00:00,Immediate,0.85,3.0
1950,2025,Tre,Shackelford,WR,Washington State,Tulane,2025-04-24 23:20:00+00:00,Immediate,0.83,3.0
1951,2025,TJ,Jones,CB,Hawai'i,,2025-04-24 16:22:00+00:00,Immediate,,2.0
1952,2025,Jayden,Becks,RB,Missouri State,North Texas,2024-12-17 22:06:00+00:00,Immediate,0.84,3.0
1953,2025,Elijah,Tau-Tolliver,RB,Sacramento State,Michigan State,2024-12-17 21:43:00+00:00,Immediate,0.88,3.0
1954,2025,Buck,Buchanan,K,Louisiana Tech,Colorado,2024-12-17 21:23:00+00:00,Immediate,0.8,3.0
1955,2025,Alex,McLaughlin,S,Northern Arizona,Washington,2024-12-17 21:18:00+00:00,Immediate,0.87,3.0
1956,2025,Javis,Mynatt,S,Wofford,Texas State,2024-12-17 21:01:00+00:00,Immediate,,
1957,2025,Chantz,Johnson,LB,Texas A&M,Texas State,2024-12-17 20:53:00+00:00,Immediate,,3.0
1958,2025,Joseph,Sipp Jr.,LB,Bowling Green,Kansas,2024-12-17 20:35:00+00:00,Immediate,0.85,3.0
1959,2025,Darius,Wallace,LB,Charlotte,,2025-07-28 00:48:12+00:00,Withdrawn,,3.0
1960,2025,Terique,Miles-Parker,EDGE,Norfolk State,,2025-07-28 00:25:30+00:00,Withdrawn,,
1961,2025,Elijah,Gunn,DL,Southern Illinois,Cincinnati,2025-04-23 22:12:00+00:00,Immediate,0.85,3.0
1962,2025,Ben,Gulbranson,QB,Oregon State,Stanford,2025-04-26 01:54:00+00:00,Immediate,0.86,3.0
1963,2025,Will,Gavin,CB,Kansas,Indiana State,2025-06-01 23:24:00+00:00,Immediate,,
1964,2025,Colton,Hood,CB,Colorado,Tennessee,2025-04-26 04:51:00+00:00,Immediate,0.87,3.0
1965,2025,George,Rooks,DL,Boston College,Syracuse,2025-04-25 17:29:00+00:00,Immediate,0.86,3.0
1966,2025,Isaiah,Johnson,WR,Western Carolina,Cincinnati,2025-04-21 17:48:00+00:00,Immediate,0.87,3.0
1967,2025,Jaiden,Kimble,LB,Kennesaw State,South Carolina State,2025-05-05 14:29:00+00:00,Immediate,,
1968,2025,Jahvante,Royal,CB,New Mexico,,2025-04-23 00:04:00+00:00,Immediate,,3.0
1969,2025,Will,O'Steen,OT,Jacksonville State,North Carolina,2025-04-23 18:22:00+00:00,Immediate,0.86,3.0
1970,2025,Darrion,Henry-Young,DL,Kentucky,Coastal Carolina,2025-05-03 00:50:00+00:00,Immediate,0.86,3.0
1971,2025,Maliki,Crawford,CB,USC,San José State,2025-04-21 05:00:00+00:00,Immediate,0.85,3.0
1972,2025,Malik,Charles,DL,West Georgia,Oklahoma State,2024-12-17 20:09:00+00:00,Immediate,,
1973,2025,Jaylen,George,DL,East Tennessee State,Nebraska,2024-12-17 19:21:00+00:00,Immediate,0.84,3.0
1974,2025,Gunner,Givens,IOL,Virginia Tech,Vanderbilt,2024-12-17 18:55:00+00:00,Immediate,0.84,3.0
1975,2025,Landon,Hullaby,S,UTEP,,2025-04-11 17:46:00+00:00,Immediate,,3.0
1976,2025,Mitch,Griffis,QB,Wake Forest,Texas Tech,2024-12-17 18:43:00+00:00,Immediate,0.85,3.0
1977,2025,Randy,Pittman Jr.,TE,UCF,Florida State,2024-12-21 18:40:00+00:00,Immediate,0.85,3.0
1978,2025,Micah,Tease,WR,Texas A&M,Tulsa,2024-12-17 18:32:00+00:00,Immediate,0.86,3.0
1979,2025,Ken,Talley,EDGE,Michigan State,Arkansas,2024-12-17 18:28:00+00:00,Immediate,,4.0
1980,2025,Melkart,Abou-Jaoude,EDGE,Delaware,North Carolina,2024-12-17 18:17:00+00:00,Immediate,0.86,3.0
1981,2025,Hadine,Diaby,IOL,Tennessee State,Nevada,2024-12-17 18:15:00+00:00,Immediate,,
1982,2025,Jamaal,Jarrett,DL,Georgia,USC,2024-12-21 18:10:00+00:00,Immediate,0.9,4.0
1983,2025,Braylen,Russell,RB,Arkansas,,2024-12-22 04:43:19+00:00,Withdrawn,,4.0
1984,2025,Brendan,Zurbrugg,QB,Oklahoma,Utah,2024-12-21 17:01:00+00:00,Immediate,0.84,3.0
1985,2025,Dwayne,McDougle,S,Idaho,San Diego State,2024-12-22 06:00:00+00:00,Immediate,0.82,3.0
1986,2025,Gabe,Panikowski,K,Idaho State,Oklahoma State,2024-12-18 19:24:00+00:00,Immediate,,
1987,2025,Freddie,Dubose,WR,Texas,,2025-04-11 17:35:00+00:00,Immediate,,3.0
1988,2025,Rocko,Griffin,RB,UTSA,Massachusetts,2025-01-06 20:21:00+00:00,Immediate,0.8,3.0
1989,2025,Markevious,Brown,CB,Purdue,,2025-04-09 01:50:00+00:00,Immediate,0.87,3.0
1990,2025,Kaidon,Salter,QB,Liberty,Colorado,2024-12-18 21:00:00+00:00,Immediate,0.89,3.0
1991,2025,Cole,Gonzales,QB,Oklahoma,Pittsburgh,2025-04-24 12:59:00+00:00,Immediate,0.85,3.0
1992,2025,Terrence,Enos Jr.,OT,Pittsburgh,Kansas State,2025-04-29 01:14:00+00:00,Immediate,0.85,3.0
1993,2025,Buzz,Flabiano,K,UTEP,Eastern Kentucky,2025-05-04 01:52:00+00:00,Immediate,,2.0
1994,2025,Ryan,Boyd,WR,Missouri State,Lindenwood,2025-04-22 05:00:00+00:00,Immediate,,2.0
1995,2025,Cameron,Jones,RB,UCLA,,2025-04-29 14:35:00+00:00,Immediate,,3.0
1996,2025,Cameron,Blaylock,DL,Tennessee State,UTSA,2025-04-18 00:29:00+00:00,Immediate,0.85,3.0
1997,2025,Naquil,Betrand,OT,Alabama,Syracuse,2024-12-17 19:19:00+00:00,Immediate,0.86,3.0
1998,2025,Wendell,Moe Jr.,IOL,Arizona,Tennessee,2024-12-18 15:41:00+00:00,Immediate,0.88,3.0
1999,2025,Gavriel,Lightfoot,DL,Fresno State,Colorado,2024-12-18 20:54:00+00:00,Immediate,0.86,3.0
2000,2025,Rickie,Collins,QB,LSU,Syracuse,2024-12-20 23:25:00+00:00,Immediate,0.87,3.0
2001,2025,Andrew,Jones,LB,Grambling,Ole Miss,2024-12-20 23:24:00+00:00,Immediate,0.86,3.0
2002,2025,Travion,Barnes,LB,Florida International,Baylor,2024-12-20 22:55:00+00:00,Immediate,0.86,3.0
2003,2025,Solo,Lewis,WR,Louisiana Tech,,2025-04-09 14:53:00+00:00,Immediate,,3.0
2004,2025,Javion,Clark,S,East Carolina,East Tennessee State,2025-04-24 00:43:00+00:00,Immediate,,3.0
2005,2025,Kole,Wilson,WR,Texas State,Baylor,2024-12-17 15:32:00+00:00,Immediate,0.85,3.0
2006,2025,Deaubry,Hood,CB,Arkansas State,Tarleton State,2025-05-23 18:16:00+00:00,Immediate,,3.0
2007,2025,Kolubah,Pewee Jr.,CB,Georgetown,UConn,2024-12-17 16:37:00+00:00,Immediate,,
2008,2025,Luke,Kromenhoek,QB,Florida State,Mississippi State,2024-12-17 16:36:00+00:00,Immediate,0.94,4.0
2009,2025,Kam,Shanks,WR,UAB,Arkansas,2024-12-17 16:29:00+00:00,Immediate,0.85,3.0
2010,2025,TJ,Metcalf,S,Arkansas,Michigan,2024-12-17 06:00:00+00:00,Immediate,0.86,3.0
2011,2025,Tevis,Metcalf,S,Arkansas,Michigan,2024-12-17 16:06:00+00:00,Immediate,0.84,3.0
2012,2025,Jeff,Caldwell,WR,Lindenwood,Cincinnati,2024-12-17 15:49:00+00:00,Immediate,0.85,3.0
2013,2025,Stephen,Rusnak,K,Charlotte,Cincinnati,2024-12-17 15:48:00+00:00,Immediate,0.81,3.0
2014,2025,Hunter,Tipton,TE,Louisiana Tech,Middle Tennessee,2024-12-17 15:07:00+00:00,Immediate,0.82,3.0
2015,2025,Erwil,Anthony Jr.,IOL,Wingate,Liberty,2024-12-17 14:49:00+00:00,Immediate,,
2016,2025,Kewan,Lacy,RB,Missouri,Ole Miss,2024-12-17 13:45:00+00:00,Immediate,0.88,3.0
2017,2025,Kaian,Roberts-Day,EDGE,Baylor,UTSA,2024-12-17 13:22:00+00:00,Immediate,,4.0
2018,2025,Mason,Murphy,OT,USC,Auburn,2024-12-17 13:00:00+00:00,Immediate,0.91,4.0
2019,2025,Will,Monney,TE,Utah State,Oklahoma State,2024-12-22 23:34:00+00:00,Immediate,0.83,3.0
2020,2025,Mason,Kidd,QB,South Carolina State,Newberry,2024-12-17 06:00:00+00:00,Immediate,,3.0
2021,2025,Tyler,Stolsky,LB,Minnesota,Florida Atlantic,2024-12-17 03:56:00+00:00,Immediate,,3.0
2022,2025,Khai,Taylor,CB,Boise State,Idaho State,2024-12-28 23:42:00+00:00,Immediate,,3.0
2023,2025,Andrew,Maushardt,QB,California,,2025-04-17 17:41:00+00:00,Immediate,,3.0
2024,2025,Austin,Blaske,IOL,North Carolina,,2024-12-17 09:17:44+00:00,Withdrawn,,4.0
2025,2025,Joshua,Eaton,CB,Texas State,Michigan State,2024-12-17 16:17:38+00:00,Immediate,0.88,3.0
2026,2025,Derick,Mourning Jr.,LB,Texas State,,2025-04-16 12:21:00+00:00,Immediate,,3.0
2027,2025,Mason,Nelson,DL,Western Michigan,Vanderbilt,2025-04-23 21:17:00+00:00,Immediate,0.86,3.0
2028,2025,Zach,Calzada,QB,Incarnate Word,Kentucky,2024-12-19 17:07:54+00:00,Immediate,0.88,3.0
2029,2025,Osman,Kamara,EDGE,King's College,Robert Morris,2025-06-14 04:21:00+00:00,Immediate,,
2030,2025,Kenny,Walz,IOL,East Carolina,Maine,2025-04-30 13:58:00+00:00,Immediate,,3.0
2031,2025,Dantu,Gardner Jr.,EDGE,Ball State,Butler,2025-05-16 16:10:00+00:00,Immediate,,2.0
2032,2025,Nigel,Williams,CB,New Mexico,Louisville,2025-07-03 19:59:00+00:00,Immediate,0.84,3.0
2033,2025,Withchiel,Filamar,EDGE,Louisiana Tech,Texas-Rio Grande Valley,2025-04-26 02:32:00+00:00,Immediate,,
2034,2025,Max,White,RB,Iowa,Wyoming,2025-05-04 22:59:00+00:00,Immediate,0.81,3.0
2035,2025,Reese,Osei-Wusu,IOL,Lamar,South Alabama,2025-04-19 23:51:00+00:00,Immediate,0.78,2.0
2036,2025,Upton,Bellenfant,K,Buffalo,Texas Tech,2024-12-22 04:51:15+00:00,Immediate,0.8,3.0
2037,2025,Timmy,Hinspeter,LB,Rutgers,Massachusetts,2024-12-19 17:27:00+00:00,Immediate,0.82,3.0
2038,2025,Max,Brown,QB,Charlotte,West Virginia,2025-01-13 06:00:00+00:00,Immediate,0.8,3.0
2039,2025,Gabe,Moore,DL,Mississippi State,Nebraska,2024-12-19 17:11:00+00:00,Immediate,0.84,3.0
2040,2025,Delano,Townsend,IOL,UAB,Ole Miss,2024-12-19 14:35:00+00:00,Immediate,0.87,3.0
2041,2025,Micheal,Garner,EDGE,Grambling,Wisconsin,2024-12-22 00:45:00+00:00,Immediate,0.88,3.0
2042,2025,Brayden,Johnson,LB,Oklahoma Baptist,Wyoming,2024-12-19 19:05:00+00:00,Immediate,,
2043,2025,Kendall,Bournes,S,Concord University,Massachusetts,2024-12-18 06:00:00+00:00,Immediate,,
2044,2025,Kam,Dewberry,IOL,Texas A&M,Alabama,2024-12-21 19:36:00+00:00,Immediate,0.89,3.0
2045,2025,Jacob,Jones,QB,South Alabama,,2024-12-17 17:40:00+00:00,Immediate,,3.0
2046,2025,Dillon,Robinson,IOL,Bowling Green,,2025-04-01 22:39:00+00:00,Immediate,,2.0
2047,2025,DeKalon,Taylor,RB,Incarnate Word,Colorado,2025-04-24 01:20:00+00:00,Immediate,0.86,3.0
2048,2025,Brian,Nelson II,CB,North Texas,NC State,2025-04-24 01:05:00+00:00,Immediate,0.88,3.0
2049,2025,Joshua,Wiggins,CB,Liberty,,2025-04-16 14:16:00+00:00,Immediate,,3.0
2050,2025,Ui,Ale,QB,Houston,Troy,2025-04-28 20:06:00+00:00,Immediate,,
2051,2025,Antwaan,Mays,WR,Marshall,,2025-04-16 14:06:00+00:00,Immediate,,3.0
2052,2025,Patrick,Gurd,TE,Ohio State,Cincinnati,2025-01-28 22:13:00+00:00,Immediate,0.84,3.0
2053,2025,Jamal,Hailey,RB,Western Michigan,Florida A&M,2025-01-07 20:19:00+00:00,Immediate,,3.0
2054,2025,Jamaal,Young,WR,Arizona State,North Dakota,2025-01-01 21:14:00+00:00,Immediate,,
2055,2025,Logan,George,EDGE,Idaho State,Ohio State,2024-12-23 21:25:00+00:00,Immediate,0.86,3.0
2056,2025,Keyjuan,Brown,RB,Louisville,,2025-01-10 03:09:38+00:00,Withdrawn,,3.0
2057,2025,Lamont,Green Jr.,EDGE,Florida State,Florida International,2024-12-21 20:18:00+00:00,Immediate,0.85,3.0
2058,2025,Nick,Floyd,RB,Utah State,,2024-12-20 15:36:00+00:00,Immediate,,
2059,2025,JT,Fayard,QB,Northwestern State,Wofford,2025-01-28 19:51:00+00:00,Immediate,,
2060,2025,My'Keil,Gardner,DL,Oregon,Arizona State,2025-01-13 00:22:00+00:00,Immediate,0.86,3.0
2061,2025,Hudson,Cedarland,LB,Washington State,,2025-01-06 16:42:00+00:00,Withdrawn,,3.0
2062,2025,R.J.,Jones,S,UCLA,Utah Tech,2024-12-25 22:58:00+00:00,Immediate,,3.0
2063,2025,Jamel,Howard,DL,Wisconsin,,2024-12-21 21:49:00+00:00,Immediate,,3.0
2064,2025,Justice,Finkley,EDGE,Texas,Kansas,2025-01-13 18:01:00+00:00,Immediate,0.86,3.0
2065,2025,Ethan,Davies,WR,Virginia,Maine,2025-01-13 15:56:00+00:00,Immediate,,
2066,2025,DJ,Black,WR,Limestone University,UCF,2025-01-01 20:28:00+00:00,Immediate,0.86,3.0
2067,2025,J'Mond,Tapp,EDGE,Arizona State,Southern Miss,2025-01-13 19:58:00+00:00,Immediate,0.84,3.0
2068,2025,Jordan,Buchanan,CB,South Alabama,UNLV,2025-02-05 20:52:00+00:00,Immediate,,3.0
2069,2025,CJ,McCray,EDGE,Virginia Tech,Cincinnati,2025-01-06 00:04:00+00:00,Immediate,0.85,3.0
2070,2025,Logologo,Va'a,DL,UTEP,Nevada,2025-01-01 20:44:00+00:00,Immediate,,2.0
2071,2025,Omari,Evans,WR,Penn State,Washington,2025-01-23 01:28:00+00:00,Immediate,0.86,3.0
2072,2025,Simeon,Mitchell,DL,McNeese,Arkansas State,2025-01-07 05:14:00+00:00,Immediate,,
2073,2025,Zachariah,Keith,DL,West Virginia,Southern Miss,2025-04-16 18:44:00+00:00,Immediate,0.83,3.0
2074,2025,Marcus,Ross,LB,Mississippi State,UL Monroe,2025-01-11 16:37:00+00:00,Immediate,0.83,3.0
2075,2025,Bryson,Lamb,EDGE,Washington State,,2025-01-03 06:40:19+00:00,Withdrawn,,2.0
2076,2025,Emar'rion,Winston,EDGE,Oregon,Baylor,2024-12-30 20:54:00+00:00,Immediate,0.88,3.0
2077,2025,Tacario,Davis,CB,Arizona,Washington,2025-01-07 20:04:00+00:00,Immediate,0.93,4.0
2078,2025,Jack,Layne,QB,Idaho,New Mexico,2024-12-26 19:40:00+00:00,Immediate,0.83,3.0
2079,2025,Nate,Yarnell,QB,Pittsburgh,Texas State,2024-12-29 15:52:00+00:00,Immediate,0.85,3.0
2080,2025,Omar,Ibrahim,CB,Hampton,Temple,2024-12-24 01:24:00+00:00,Immediate,0.82,3.0
2081,2025,Kanye,Udoh,RB,Army,Arizona State,2024-12-21 16:55:00+00:00,Immediate,0.86,3.0
2082,2025,Ka'Morreun,Pimpton,TE,LSU,TCU,2024-12-21 19:51:00+00:00,Immediate,0.87,3.0
2083,2025,Ethan,Tierney,S,Northern Illinois,Fresno State,2025-01-06 20:28:00+00:00,Immediate,,2.0
2084,2025,Kaden,Meier,CB,Nevada,UTSA,2025-01-08 18:50:00+00:00,Immediate,0.81,3.0
2085,2025,JJ,Kohl,QB,Iowa State,App State,2025-01-08 20:24:00+00:00,Immediate,0.85,3.0
2086,2025,Noah,Matthews,EDGE,Kentucky,Delaware,2025-01-08 06:00:00+00:00,Immediate,0.83,3.0
2087,2025,Colin,Rutland,TE,Youngstown State,East Tennessee State,2025-01-08 19:56:00+00:00,Immediate,,
2088,2025,Riley,Moore,P,Massachusetts,,2024-12-16 21:05:00+00:00,Immediate,,
2089,2025,Ameir,Glenn,DL,Wake Forest,Ball State,2025-05-02 21:25:00+00:00,Immediate,0.83,3.0
2090,2025,Maurice,Heims,EDGE,Washington,Idaho,2025-01-10 03:21:00+00:00,Immediate,0.84,3.0
2091,2025,Gavin,Willis,LB,Bucknell,Charlotte,2024-12-23 15:22:00+00:00,Immediate,0.85,3.0
2092,2025,Corey,Walker,EDGE,Western Michigan,Wisconsin,2024-12-16 20:53:00+00:00,Immediate,0.84,3.0
2093,2025,Charles,Perkins,DL,UT Martin,Wisconsin,2024-12-16 20:52:00+00:00,Immediate,0.88,3.0
2094,2025,Hunter,Renner,P,Northwestern,,2024-12-16 20:50:00+00:00,Immediate,,2.0
2095,2025,Tahjae,Mullix,DL,Western Carolina,Oregon State,2024-12-16 20:09:00+00:00,Immediate,0.83,3.0
2096,2025,Debron,Gatling,WR,South Carolina,Georgia Tech,2024-12-16 19:52:00+00:00,Immediate,,3.0
2097,2025,Jacob,Holmes,DL,Fresno State,Virginia,2024-12-16 19:43:00+00:00,Immediate,0.83,3.0
